,name,rating,Sector,Ownership,high_rating_values,bad_rating_factor,Review,Salary_comments,Interview_Q,Jobs,Job_link,Photos,Employee_count,Age
2668,Bosch Rexroth India,4.0,Industrial Machinery , 23 years old ,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",271,1.3k,https://www.ambitionbox.com/interviews/bosch-rexroth-india-limited-interview-questions,2,https://www.ambitionbox.com/jobs/bosch-rexroth-india-limited-jobs,https://www.ambitionbox.com/photos/bosch-rexroth-india-limited-photos, 501-1k Employees , 23 years old 
2669,Prem Motors,4.1,Automobile , 34 years old ,"Skill Development / Learning, Job Security, Work Life Balance",NA,268,1.1k,https://www.ambitionbox.com/interviews/prem-motors-interview-questions,--,https://www.ambitionbox.com/jobs/prem-motors-jobs,https://www.ambitionbox.com/photos/prem-motors-photos, 1k-5k Employees , 34 years old 
2670,Aizant Drug Research Solutions,3.8,Clinical Research , 19 years old ,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal",268,1.3k,https://www.ambitionbox.com/interviews/aizant-drug-research-solutions-interview-questions,9,https://www.ambitionbox.com/jobs/aizant-drug-research-solutions-jobs,https://www.ambitionbox.com/photos/aizant-drug-research-solutions-photos, 501-1k Employees , 19 years old 
2671,Pole To Win,3.6,Gaming , 30 years old ,"Promotions / Appraisal, Salary & Benefits, Job Security",NA,300,1.9k,https://www.ambitionbox.com/interviews/pole-to-win-interview-questions,7,https://www.ambitionbox.com/jobs/pole-to-win-jobs,https://www.ambitionbox.com/photos/pole-to-win-photos, 1k-5k Employees , 30 years old 
2672,Greenpanel Industries,4.1,Furniture & Furnishing , Public ,"Salary & Benefits, Work Life Balance",NA,296,1.5k,https://www.ambitionbox.com/interviews/greenpanel-industries-interview-questions,1,https://www.ambitionbox.com/jobs/greenpanel-industries-jobs,https://www.ambitionbox.com/photos/greenpanel-industries-photos, 1k-5k Employees , 7 years old 
2673,Sunstone,3.8,Education & Training , 5 years old ,"Company Culture, Work Life Balance, Salary & Benefits",NA,291,1.3k,https://www.ambitionbox.com/interviews/sunstone-eduversity-interview-questions,22,https://www.ambitionbox.com/jobs/sunstone-eduversity-jobs,https://www.ambitionbox.com/photos/sunstone-eduversity-photos, 501-1k Employees , 5 years old 
2674,ArcelorMittal,4.1,Iron & Steel , Forbes Global 2000 ,"Job Security, Skill Development / Learning, Work Life Balance",NA,290,1.7k,https://www.ambitionbox.com/interviews/arcelormittal-interview-questions,9,https://www.ambitionbox.com/jobs/arcelormittal-jobs,https://www.ambitionbox.com/photos/arcelormittal-photos, 501-1k Employees , 18 years old 
2675,Fynd,3.6,Internet , Public ,"Salary & Benefits, Skill Development / Learning",Job Security,290,1.3k,https://www.ambitionbox.com/interviews/fynd-interview-questions,25,https://www.ambitionbox.com/jobs/fynd-jobs,https://www.ambitionbox.com/photos/fynd-photos, 501-1k Employees , 12 years old 
2676,Saxo Bank,3.1,1k-5k Employees , Copenhagen +4 more,"Job Security, Promotions / Appraisal, Work Satisfaction",NA,288,2.3k,https://www.ambitionbox.com/interviews/saxo-bank-interview-questions,5,https://www.ambitionbox.com/jobs/saxo-bank-jobs,https://www.ambitionbox.com/photos/saxo-bank-photos, 32 years old , 32 years old 
2677,Saama Technologies,3.7,IT Services & Consulting , 27 years old ,"Promotions / Appraisal, Job Security",NA,280,3.3k,https://www.ambitionbox.com/interviews/saama-technologies-interview-questions,14,https://www.ambitionbox.com/jobs/saama-technologies-jobs,https://www.ambitionbox.com/photos/saama-technologies-photos, 201-500 Employees , 27 years old 
2678,Indian Overseas Bank,3.5,Banking , Fortune India 500 ,Job Security,"Work Life Balance, Company Culture, Promotions / Appraisal",278,992,https://www.ambitionbox.com/interviews/indian-overseas-bank-interview-questions,--,https://www.ambitionbox.com/jobs/indian-overseas-bank-jobs,https://www.ambitionbox.com/photos/indian-overseas-bank-photos, 10k-50k Employees , 87 years old 
2679,Pon Pure Chemical,4.0,Chemicals , 43 years old ,"Job Security, Skill Development / Learning",Promotions / Appraisal,272,1.2k,https://www.ambitionbox.com/interviews/pon-pure-chemical-interview-questions,8,https://www.ambitionbox.com/jobs/pon-pure-chemical-jobs,https://www.ambitionbox.com/photos/pon-pure-chemical-photos, 501-1k Employees , 43 years old 
2680,TOPS,3.7,Food Processing , 40 years old ,"Promotions / Appraisal, Salary & Benefits, Company Culture",NA,265,863,https://www.ambitionbox.com/interviews/tops-interview-questions,1,https://www.ambitionbox.com/jobs/tops-jobs,https://www.ambitionbox.com/photos/tops-photos, 501-1k Employees , 40 years old 
2681,Osource India,3.0,IT Services & Consulting , 20 years old ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",NA,261,1.6k,https://www.ambitionbox.com/interviews/osource-interview-questions,18,https://www.ambitionbox.com/jobs/osource-jobs,https://www.ambitionbox.com/photos/osource-photos, 201-500 Employees , 20 years old 
2682,Indian Political Action Committee,2.8,Other , 9 years old ,"Job Security, Work Life Balance, Promotions / Appraisal",NA,295,1.6k,https://www.ambitionbox.com/interviews/indian-political-action-committee-interview-questions,1,https://www.ambitionbox.com/jobs/indian-political-action-committee-jobs,https://www.ambitionbox.com/photos/indian-political-action-committee-photos, 1k-5k Employees , 9 years old 
2683,AQuity Solutions India,3.7,IT Services & Consulting , 25 years old ,"Promotions / Appraisal, Salary & Benefits",NA,289,1.9k,https://www.ambitionbox.com/interviews/aquity-solutions-india-interview-questions,11,https://www.ambitionbox.com/jobs/aquity-solutions-india-jobs,https://www.ambitionbox.com/photos/aquity-solutions-india-photos, 1k-5k Employees , 25 years old 
2684,Anudip Foundation,3.5,Non-Profit , 17 years old ,"Promotions / Appraisal, Job Security, Company Culture",NA,284,1k,https://www.ambitionbox.com/interviews/anudip-foundation-interview-questions,20,https://www.ambitionbox.com/jobs/anudip-foundation-jobs,https://www.ambitionbox.com/photos/anudip-foundation-photos, 501-1k Employees , 17 years old 
2685,Welspun Flooring,3.8,Building Material , Public ,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture",284,1.1k,https://www.ambitionbox.com/interviews/welspun-flooring-interview-questions,--,https://www.ambitionbox.com/jobs/welspun-flooring-jobs,https://www.ambitionbox.com/photos/welspun-flooring-photos, 51-200 Employees , 8 years old 
2686,Gopal Namkeen,4.2,FMCG , Public ,"Company Culture, Work Satisfaction, Job Security",NA,283,907,https://www.ambitionbox.com/interviews/gopal-namkeen-interview-questions,--,https://www.ambitionbox.com/jobs/gopal-namkeen-jobs,https://www.ambitionbox.com/photos/gopal-namkeen-photos, 1k-5k Employees , 25 years old 
2687,Stylebaazar,3.9,Internet , Startup ,NA,NA,285,693,https://www.ambitionbox.com/interviews/stylebaazar-interview-questions,--,https://www.ambitionbox.com/jobs/stylebaazar-jobs,https://www.ambitionbox.com/photos/stylebaazar-photos, 201-500 Employees , 11 years old 
2688,ShopKirana,3.8,Software Product , Startup ,"Job Security, Promotions / Appraisal",NA,282,1k,https://www.ambitionbox.com/interviews/shop-kirana-interview-questions,2,https://www.ambitionbox.com/jobs/shop-kirana-jobs,https://www.ambitionbox.com/photos/shop-kirana-photos, 501-1k Employees , 10 years old 
2689,HYT Engineering,3.4,Industrial Machinery , 47 years old ,"Job Security, Work Life Balance, Company Culture",NA,281,1.2k,https://www.ambitionbox.com/interviews/hyt-engineering-interview-questions,22,https://www.ambitionbox.com/jobs/hyt-engineering-jobs,https://www.ambitionbox.com/photos/hyt-engineering-photos, 201-500 Employees , 47 years old 
2690,Stirring Minds,5.0,11-50 Employees ,NA,"Company Culture, Promotions / Appraisal, Work Life Balance",NA,278,33,https://www.ambitionbox.com/interviews/stirring-minds-interview-questions,--,https://www.ambitionbox.com/jobs/stirring-minds-jobs,https://www.ambitionbox.com/photos/stirring-minds-photos, New Delhi +5 more,11-50 Employees 
2691,Tata Steel Downstream Products,4.0,Iron & Steel , 27 years old ,Job Security,Promotions / Appraisal,277,1.2k,https://www.ambitionbox.com/interviews/tata-steel-processing-and-distribution-interview-questions,1,https://www.ambitionbox.com/jobs/tata-steel-processing-and-distribution-jobs,https://www.ambitionbox.com/photos/tata-steel-processing-and-distribution-photos, 501-1k Employees , 27 years old 
2692,K L University,3.8,Education & Training , 44 years old ,Skill Development / Learning,Promotions / Appraisal,276,1k,https://www.ambitionbox.com/interviews/k-l-university-interview-questions,21,https://www.ambitionbox.com/jobs/k-l-university-jobs,https://www.ambitionbox.com/photos/k-l-university-photos, 201-500 Employees , 44 years old 
2693,ADNOC,4.5,Oil & Gas , 53 years old ,"Salary & Benefits, Work Life Balance, Work Satisfaction",NA,276,952,https://www.ambitionbox.com/interviews/adnoc-interview-questions,--,https://www.ambitionbox.com/jobs/adnoc-jobs,https://www.ambitionbox.com/photos/adnoc-photos, 1k-5k Employees , 53 years old 
2694,Dynacons Systems & Solutions,3.9,IT Services & Consulting , 29 years old ,"Promotions / Appraisal, Salary & Benefits",NA,273,1.3k,https://www.ambitionbox.com/interviews/dynacons-systems-and-amp-solutions-interview-questions,--,https://www.ambitionbox.com/jobs/dynacons-systems-and-amp-solutions-jobs,https://www.ambitionbox.com/photos/dynacons-systems-and-amp-solutions-photos, 1k-5k Employees , 29 years old 
2695,Bharat Aluminium Company (BALCO),4.1,Metals & Mining , 59 years old ,"Salary & Benefits, Skill Development / Learning, Job Security",NA,273,1.6k,https://www.ambitionbox.com/interviews/bharat-aluminium-company-balco-interview-questions,1,https://www.ambitionbox.com/jobs/bharat-aluminium-company-balco-jobs,https://www.ambitionbox.com/photos/bharat-aluminium-company-balco-photos, 1k-5k Employees , 59 years old 
2696,Sun Pharma Laboratories,4.3,Pharma , 41 years old ,"Salary & Benefits, Skill Development / Learning, Promotions / Appraisal",NA,269,1.2k,https://www.ambitionbox.com/interviews/sun-pharma-laboratories-interview-questions,--,https://www.ambitionbox.com/jobs/sun-pharma-laboratories-jobs,https://www.ambitionbox.com/photos/sun-pharma-laboratories-photos, 10k-50k Employees , 41 years old 
2697,GSP Crop Science,4.0,Agro Chemicals , 39 years old ,Work Life Balance,Salary & Benefits,264,1.3k,https://www.ambitionbox.com/interviews/gsp-crop-science-pvt-dot-ltd-interview-questions,7,https://www.ambitionbox.com/jobs/gsp-crop-science-pvt-dot-ltd-jobs,https://www.ambitionbox.com/photos/gsp-crop-science-pvt-dot-ltd-photos, 501-1k Employees , 39 years old 
2698,BCD Travel,4.2,Travel & Tourism , 18 years old ,"Company Culture, Work Life Balance, Work Satisfaction",NA,264,1.6k,https://www.ambitionbox.com/interviews/bcd-travel-interview-questions,8,https://www.ambitionbox.com/jobs/bcd-travel-jobs,https://www.ambitionbox.com/photos/bcd-travel-photos, 1k-5k Employees , 18 years old 
2699,Kelly Services,4.3,Recruitment , 78 years old ,"Work Life Balance, Company Culture, Work Satisfaction",NA,263,1.5k,https://www.ambitionbox.com/interviews/kelly-services-interview-questions,2,https://www.ambitionbox.com/jobs/kelly-services-jobs,https://www.ambitionbox.com/photos/kelly-services-photos, 201-500 Employees , 78 years old 
2700,Jay Chemical Industries,4.2,Chemicals , 57 years old ,"Work Life Balance, Company Culture, Job Security",NA,262,1.4k,https://www.ambitionbox.com/interviews/jay-chemical-industries-interview-questions,3,https://www.ambitionbox.com/jobs/jay-chemical-industries-jobs,https://www.ambitionbox.com/photos/jay-chemical-industries-photos, 1k-5k Employees , 57 years old 
2701,Netlink Software,3.4,IT Services & Consulting , 26 years old ,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",NA,262,1.9k,https://www.ambitionbox.com/interviews/netlink-software-interview-questions,15,https://www.ambitionbox.com/jobs/netlink-software-jobs,https://www.ambitionbox.com/photos/netlink-software-photos, 1k-5k Employees , 26 years old 
2702,Sharda University,3.6,Education & Training , 15 years old ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",NA,260,1.4k,https://www.ambitionbox.com/interviews/sharda-university-interview-questions,3,https://www.ambitionbox.com/jobs/sharda-university-jobs,https://www.ambitionbox.com/photos/sharda-university-photos, 501-1k Employees , 15 years old 
2703,Tejas Networks,4.1,Hardware & Networking , Public ,"Job Security, Skill Development / Learning, Work Life Balance",NA,299,2.3k,https://www.ambitionbox.com/interviews/tejas-networks-interview-questions,26,https://www.ambitionbox.com/jobs/tejas-networks-jobs,https://www.ambitionbox.com/photos/tejas-networks-photos, 1k-5k Employees , 24 years old 
2704,GUS Education India,3.3,EdTech , 7 years old ,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",NA,289,1.6k,https://www.ambitionbox.com/interviews/gus-education-interview-questions,13,https://www.ambitionbox.com/jobs/gus-education-jobs,https://www.ambitionbox.com/photos/gus-education-photos, 1k-5k Employees , 7 years old 
2705,Diamondpick,4.1,Recruitment , 6 years old ,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,284,1.3k,https://www.ambitionbox.com/interviews/diamond-pick-interview-questions,15,https://www.ambitionbox.com/jobs/diamond-pick-jobs,https://www.ambitionbox.com/photos/diamond-pick-photos, 501-1k Employees , 6 years old 
2706,Hitech Digital Solutions,4.1,IT Services & Consulting , 32 years old ,"Company Culture, Job Security, Work Life Balance",NA,274,1.4k,https://www.ambitionbox.com/interviews/hitech-digital-interview-questions,21,https://www.ambitionbox.com/jobs/hitech-digital-jobs,https://www.ambitionbox.com/photos/hitech-digital-photos, 1k-5k Employees , 32 years old 
2707,Corona Remedies,4.0,Pharma , 20 years old ,"Company Culture, Work Life Balance, Job Security",NA,274,1.1k,https://www.ambitionbox.com/interviews/corona-remedies-interview-questions,--,https://www.ambitionbox.com/jobs/corona-remedies-jobs,https://www.ambitionbox.com/photos/corona-remedies-photos, 1k-5k Employees , 20 years old 
2708,Secure Value,3.4,IT Services & Consulting , 22 years old ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",NA,269,801,https://www.ambitionbox.com/interviews/secure-value-interview-questions,--,https://www.ambitionbox.com/jobs/secure-value-jobs,https://www.ambitionbox.com/photos/secure-value-photos, 10k-50k Employees , 22 years old 
2709,OnProcess Technology,3.6,Software Product , 26 years old ,"Promotions / Appraisal, Salary & Benefits",NA,269,1k,https://www.ambitionbox.com/interviews/onprocess-technology-interview-questions,9,https://www.ambitionbox.com/jobs/onprocess-technology-jobs,https://www.ambitionbox.com/photos/onprocess-technology-photos, 501-1k Employees , 26 years old 
2710,Aparna Enterprises,4.0,Building Material , 34 years old ,"Job Security, Work Life Balance, Company Culture",NA,268,1.5k,https://www.ambitionbox.com/interviews/aparna-enterprises-interview-questions,8,https://www.ambitionbox.com/jobs/aparna-enterprises-jobs,https://www.ambitionbox.com/photos/aparna-enterprises-photos, 501-1k Employees , 34 years old 
2711,Samsonite,4.3,Retail , 114 years old ,"Company Culture, Job Security, Work Life Balance",NA,264,1.2k,https://www.ambitionbox.com/interviews/samsonite-south-asia-interview-questions,--,https://www.ambitionbox.com/jobs/samsonite-south-asia-jobs,https://www.ambitionbox.com/photos/samsonite-south-asia-photos, 501-1k Employees , 114 years old 
2712,Tata Marcopolo Motors,3.6,Auto Components , Public ,"Promotions / Appraisal, Work Satisfaction, Company Culture",NA,249,1.2k,https://www.ambitionbox.com/interviews/tata-marcopolo-motors-interview-questions,--,https://www.ambitionbox.com/jobs/tata-marcopolo-motors-jobs,https://www.ambitionbox.com/photos/tata-marcopolo-motors-photos, 1k-5k Employees , 79 years old 
2713,Hewlett Packard Globalsoft,3.8,Bangalore / Bengaluru +7 more,NA,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",240,1.2k,https://www.ambitionbox.com/interviews/hewlett-packard-globalsoft-interview-questions,--,https://www.ambitionbox.com/jobs/hewlett-packard-globalsoft-jobs,https://www.ambitionbox.com/photos/hewlett-packard-globalsoft-photos,NA,NA
